id,timestamp,interval,amount,meterAccount_id
370307,1350630000,900,0.116,22
370308,1350630900,900,0.1,22
370309,1350631800,900,0.102,22
370310,1350632700,900,0.102,22
370311,1350633600,900,0.114,22
370312,1350634500,900,0.113,22
370313,1350635400,900,0.102,22
370314,1350636300,900,0.102,22
370315,1350637200,900,0.101,22
370316,1350638100,900,0.114,22
370317,1350639000,900,0.102,22
370318,1350639900,900,0.102,22
370319,1350640800,900,0.112,22
370320,1350641700,900,0.105,22
370321,1350642600,900,0.102,22
370322,1350643500,900,0.103,22
370323,1350644400,900,0.115,22
370324,1350645300,900,0.102,22
370325,1350646200,900,0.103,22
370326,1350647100,900,0.115,22
370327,1350648000,900,0.101,22
370328,1350648900,900,0.129,22
370329,1350649800,900,0.1,22
370330,1350650700,900,0.1,22
370331,1350651600,900,0.114,22
370332,1350652500,900,0.195,22
370333,1350653400,900,0.328,22
370334,1350654300,900,0.351,22
370335,1350655200,900,0.329,22
370336,1350656100,900,1.702,22
370337,1350657000,900,3.375,22
370338,1350657900,900,1.954,22
370339,1350658800,900,1.73,22
370340,1350659700,900,1.685,22
370341,1350660600,900,1.731,22
370342,1350661500,900,1.732,22
370343,1350662400,900,1.743,22
370344,1350663300,900,1.753,22
370345,1350664200,900,1.726,22
370346,1350665100,900,1.739,22
370347,1350666000,900,1.726,22
370348,1350666900,900,1.74,22
370349,1350667800,900,1.733,22
370350,1350668700,900,0.467,22
370351,1350669600,900,0.119,22
370352,1350670500,900,0.132,22
370353,1350671400,900,0.126,22
370354,1350672300,900,0.398,22
370355,1350673200,900,0.219,22
370356,1350674100,900,0.124,22
370357,1350675000,900,0.11,22
370358,1350675900,900,0.137,22
370359,1350676800,900,0.226,22
370360,1350677700,900,0.438,22
370361,1350678600,900,0.137,22
370362,1350679500,900,0.149,22
370363,1350680400,900,0.143,22
370364,1350681300,900,0.125,22
370365,1350682200,900,0.417,22
370366,1350683100,900,0.159,22
370367,1350684000,900,0.138,22
370368,1350684900,900,0.193,22
370369,1350685800,900,0.112,22
370370,1350686700,900,0.111,22
370371,1350687600,900,0.13,22
370372,1350688500,900,0.142,22
370373,1350689400,900,0.167,22
370374,1350690300,900,0.311,22
370375,1350691200,900,0.211,22
370376,1350692100,900,0.171,22
370377,1350693000,900,0.149,22
370378,1350693900,900,0.135,22
370379,1350694800,900,0.194,22
370380,1350695700,900,0.17,22
370381,1350696600,900,0.126,22
370382,1350697500,900,0.238,22
370383,1350698400,900,0.168,22
370384,1350699300,900,0.151,22
370385,1350700200,900,0.193,22
370386,1350701100,900,0.166,22
370387,1350702000,900,0.147,22
370388,1350702900,900,0.114,22
370389,1350703800,900,0.14,22
370390,1350704700,900,0.122,22
370391,1350705600,900,0.185,22
370392,1350706500,900,0.184,22
370393,1350707400,900,0.155,22
370394,1350708300,900,0.118,22
370395,1350709200,900,0.144,22
370396,1350710100,900,0.101,22
370397,1350711000,900,0.112,22
370398,1350711900,900,0.144,22
370399,1350712800,900,0.107,22
370400,1350713700,900,0.108,22
370401,1350714600,900,0.1,22
370402,1350715500,900,0.099,22
370403,1350716400,900,0.106,22
370404,1350717300,900,0.099,22
370405,1350718200,900,0.101,22
370406,1350719100,900,0.108,22
370407,1350720000,900,0.101,22
370408,1350720900,900,0.107,22
370409,1350721800,900,0.108,22
370410,1350722700,900,0.101,22
370411,1350723600,900,0.102,22
370412,1350724500,900,0.109,22
370413,1350725400,900,0.103,22
370414,1350726300,900,0.109,22
370415,1350727200,900,0.104,22
370416,1350728100,900,0.103,22
370417,1350729000,900,0.11,22
370418,1350729900,900,0.103,22
370419,1350730800,900,0.109,22
370420,1350731700,900,0.103,22
370421,1350732600,900,0.109,22
370422,1350733500,900,0.103,22
370423,1350734400,900,0.132,22
370424,1350735300,900,0.109,22
370425,1350736200,900,0.11,22
370426,1350737100,900,0.101,22
370427,1350738000,900,0.109,22
370428,1350738900,900,0.103,22
370429,1350739800,900,0.102,22
370430,1350740700,900,0.104,22
370431,1350741600,900,0.109,22
370432,1350742500,900,0.101,22
370433,1350743400,900,0.109,22
370434,1350744300,900,0.115,22
370435,1350745200,900,0.131,22
370436,1350746100,900,0.115,22
370437,1350747000,900,0.1,22
370438,1350747900,900,0.101,22
370439,1350748800,900,0.104,22
370440,1350749700,900,0.115,22
370441,1350750600,900,0.116,22
370442,1350751500,900,0.117,22
370443,1350752400,900,0.098,22
370444,1350753300,900,0.131,22
370445,1350754200,900,0.112,22
370446,1350755100,900,0.124,22
370447,1350756000,900,0.214,22
370448,1350756900,900,0.104,22
370449,1350757800,900,0.167,22
370450,1350758700,900,0.277,22
370451,1350759600,900,0.289,22
370452,1350760500,900,0.231,22
370453,1350761400,900,0.103,22
370454,1350762300,900,0.127,22
370455,1350763200,900,0.114,22
370456,1350764100,900,0.103,22
370457,1350765000,900,0.104,22
370458,1350765900,900,0.109,22
370459,1350766800,900,0.122,22
370460,1350767700,900,0.104,22
370461,1350768600,900,0.118,22
370462,1350769500,900,0.115,22
370463,1350770400,900,0.107,22
370464,1350771300,900,0.123,22
370465,1350772200,900,0.116,22
370466,1350773100,900,0.117,22
370467,1350774000,900,0.11,22
370468,1350774900,900,0.119,22
370469,1350775800,900,0.113,22
370470,1350776700,900,0.12,22
370471,1350777600,900,0.111,22
370472,1350778500,900,0.121,22
370473,1350779400,900,0.104,22
370474,1350780300,900,0.119,22
370475,1350781200,900,0.097,22
370476,1350782100,900,0.129,22
370477,1350783000,900,0.125,22
370478,1350783900,900,0.105,22
370479,1350784800,900,0.143,22
370480,1350785700,900,0.12,22
370481,1350786600,900,0.114,22
370482,1350787500,900,0.104,22
370483,1350788400,900,0.126,22
370484,1350789300,900,0.128,22
370485,1350790200,900,0.166,22
370486,1350791100,900,0.102,22
370487,1350792000,900,0.112,22
370488,1350792900,900,0.095,22
370489,1350793800,900,0.094,22
370490,1350794700,900,0.095,22
370491,1350795600,900,0.094,22
370492,1350796500,900,0.095,22
370493,1350797400,900,0.134,22
370494,1350798300,900,0.104,22
370495,1350799200,900,0.096,22
370496,1350800100,900,0.097,22
370497,1350801000,900,0.095,22
370498,1350801900,900,0.095,22
370499,1350802800,900,0.098,22
370500,1350803700,900,0.096,22
370501,1350804600,900,0.091,22
370502,1350805500,900,0.097,22
370503,1350806400,900,0.097,22
370504,1350807300,900,0.096,22
370505,1350808200,900,0.097,22
370506,1350809100,900,0.098,22
370507,1350810000,900,0.098,22
370508,1350810900,900,0.097,22
370509,1350811800,900,0.091,22
370510,1350812700,900,0.099,22
370511,1350813600,900,0.098,22
370512,1350814500,900,0.098,22
370513,1350815400,900,0.098,22
370514,1350816300,900,0.098,22
370515,1350817200,900,0.097,22
370516,1350818100,900,0.099,22
370517,1350819000,900,0.098,22
370518,1350819900,900,0.099,22
370519,1350820800,900,0.098,22
370520,1350821700,900,0.105,22
370521,1350822600,900,0.098,22
370522,1350823500,900,0.098,22
370523,1350824400,900,0.097,22
370524,1350825300,900,0.093,22
370525,1350826200,900,0.098,22
370526,1350827100,900,0.098,22
370527,1350828000,900,0.098,22
370528,1350828900,900,0.097,22
370529,1350829800,900,0.114,22
370530,1350830700,900,0.126,22
370531,1350831600,900,0.12,22
370532,1350832500,900,0.111,22
370533,1350833400,900,0.095,22
370534,1350834300,900,0.104,22
370535,1350835200,900,0.103,22
370536,1350836100,900,0.109,22
370537,1350837000,900,0.132,22
370538,1350837900,900,0.135,22
370539,1350838800,900,0.129,22
370540,1350839700,900,0.123,22
370541,1350840600,900,0.108,22
370542,1350841500,900,0.125,22
370543,1350842400,900,0.101,22
370544,1350843300,900,0.161,22
370545,1350844200,900,0.142,22
370546,1350845100,900,0.131,22
370547,1350846000,900,0.138,22
370548,1350846900,900,0.111,22
370549,1350847800,900,0.1,22
370550,1350848700,900,0.097,22
370551,1350849600,900,0.098,22
370552,1350850500,900,0.144,22
370553,1350851400,900,0.133,22
370554,1350852300,900,0.126,22
370555,1350853200,900,0.144,22
370556,1350854100,900,0.203,22
370557,1350855000,900,0.162,22
370558,1350855900,900,0.13,22
370559,1350856800,900,0.113,22
370560,1350857700,900,0.142,22
370561,1350858600,900,0.116,22
370562,1350859500,900,0.116,22
370563,1350860400,900,0.132,22
370564,1350861300,900,0.13,22
370565,1350862200,900,0.164,22
370566,1350863100,900,0.1,22
370567,1350864000,900,0.101,22
370568,1350864900,900,0.114,22
370569,1350865800,900,0.115,22
370570,1350866700,900,0.115,22
370571,1350867600,900,0.147,22
370572,1350868500,900,0.102,22
370573,1350869400,900,0.155,22
370574,1350870300,900,0.165,22
370575,1350871200,900,0.129,22
370576,1350872100,900,0.116,22
370577,1350873000,900,0.132,22
370578,1350873900,900,0.117,22
370579,1350874800,900,0.118,22
370580,1350875700,900,0.1,22
370581,1350876600,900,0.153,22
370582,1350877500,900,0.178,22
370583,1350878400,900,0.141,22
370584,1350879300,900,0.119,22
370585,1350880200,900,0.086,22
370586,1350881100,900,0.1,22
370587,1350882000,900,0.087,22
370588,1350882900,900,0.087,22
370589,1350883800,900,0.1,22
370590,1350884700,900,0.09,22
370591,1350885600,900,0.102,22
370592,1350886500,900,0.119,22
370593,1350887400,900,0.105,22
370594,1350888300,900,0.093,22
370595,1350889200,900,0.093,22
370596,1350890100,900,0.106,22
370597,1350891000,900,0.093,22
370598,1350891900,900,0.107,22
370599,1350892800,900,0.095,22
370600,1350893700,900,0.096,22
370601,1350894600,900,0.108,22
370602,1350895500,900,0.097,22
370603,1350896400,900,0.11,22
370604,1350897300,900,0.11,22
370605,1350898200,900,0.098,22
370606,1350899100,900,0.098,22
370607,1350900000,900,0.11,22
370608,1350900900,900,0.096,22
370609,1350901800,900,0.11,22
370610,1350902700,900,0.097,22
370611,1350903600,900,0.11,22
370612,1350904500,900,0.097,22
370613,1350905400,900,0.098,22
370614,1350906300,900,0.126,22
370615,1350907200,900,0.111,22
370616,1350908100,900,0.108,22
370617,1350909000,900,0.094,22
370618,1350909900,900,0.106,22
370619,1350910800,900,0.115,22
370620,1350911700,900,0.119,22
370621,1350912600,900,0.161,22
370622,1350913500,900,0.126,22
370623,1350914400,900,0.202,22
370624,1350915300,900,0.167,22
370625,1350916200,900,0.139,22
370626,1350917100,900,0.521,22
370627,1350918000,900,0.591,22
370628,1350918900,900,0.155,22
370629,1350919800,900,0.145,22
370630,1350920700,900,0.111,22
370631,1350921600,900,0.113,22
370632,1350922500,900,0.122,22
370633,1350923400,900,0.122,22
370634,1350924300,900,0.124,22
370635,1350925200,900,0.127,22
370636,1350926100,900,0.11,22
370637,1350927000,900,0.43,22
370638,1350927900,900,0.149,22
370639,1350928800,900,0.101,22
370640,1350929700,900,0.128,22
370641,1350930600,900,0.113,22
370642,1350931500,900,0.157,22
370643,1350932400,900,0.113,22
370644,1350933300,900,0.111,22
370645,1350934200,900,0.127,22
370646,1350935100,900,0.113,22
370647,1350936000,900,0.088,22
370648,1350936900,900,0.101,22
370649,1350937800,900,0.103,22
370650,1350938700,900,0.147,22
370651,1350939600,900,0.102,22
370652,1350940500,900,0.128,22
370653,1350941400,900,0.09,22
370654,1350942300,900,0.104,22
370655,1350943200,900,0.103,22
370656,1350944100,900,0.121,22
370657,1350945000,900,0.118,22
370658,1350945900,900,0.108,22
370659,1350946800,900,0.117,22
370660,1350947700,900,0.104,22
370661,1350948600,900,0.133,22
370662,1350949500,900,0.107,22
370663,1350950400,900,0.121,22
370664,1350951300,900,0.133,22
370665,1350952200,900,0.178,22
370666,1350953100,900,0.166,22
370667,1350954000,900,0.181,22
370668,1350954900,900,0.148,22
370669,1350955800,900,0.218,22
370670,1350956700,900,0.135,22
370671,1350957600,900,0.151,22
370672,1350958500,900,0.149,22
370673,1350959400,900,0.165,22
370674,1350960300,900,0.196,22
370675,1350961200,900,0.134,22
370676,1350962100,900,0.226,22
370677,1350963000,900,0.107,22
370678,1350963900,900,0.15,22
370679,1350964800,900,0.106,22
370680,1350965700,900,0.15,22
370681,1350966600,900,0.105,22
370682,1350967500,900,0.12,22
370683,1350968400,900,0.105,22
370684,1350969300,900,0.092,22
370685,1350970200,900,0.104,22
370686,1350971100,900,0.121,22
370687,1350972000,900,0.118,22
370688,1350972900,900,0.104,22
370689,1350973800,900,0.092,22
370690,1350974700,900,0.107,22
370691,1350975600,900,0.106,22
370692,1350976500,900,0.106,22
370693,1350977400,900,0.094,22
370694,1350978300,900,0.106,22
370695,1350979200,900,0.094,22
370696,1350980100,900,0.107,22
370697,1350981000,900,0.105,22
370698,1350981900,900,0.094,22
370699,1350982800,900,0.106,22
370700,1350983700,900,0.095,22
370701,1350984600,900,0.106,22
370702,1350985500,900,0.095,22
370703,1350986400,900,0.106,22
370704,1350987300,900,0.093,22
370705,1350988200,900,0.105,22
370706,1350989100,900,0.107,22
370707,1350990000,900,0.094,22
370708,1350990900,900,0.105,22
370709,1350991800,900,0.092,22
370710,1350992700,900,0.105,22
370711,1350993600,900,0.117,22
370712,1350994500,900,0.116,22
370713,1350995400,900,0.104,22
370714,1350996300,900,0.09,22
370715,1350997200,900,0.103,22
370716,1350998100,900,0.192,22
370717,1350999000,900,0.325,22
370718,1350999900,900,0.327,22
370719,1351000800,900,0.322,22
370720,1351001700,900,0.658,22
370721,1351002600,900,0.358,22
370722,1351003500,900,0.25,22
370723,1351004400,900,0.114,22
370724,1351005300,900,0.112,22
370725,1351006200,900,0.1,22
370726,1351007100,900,0.097,22
370727,1351008000,900,0.1,22
370728,1351008900,900,0.102,22
370729,1351009800,900,0.114,22
370730,1351010700,900,0.099,22
370731,1351011600,900,0.114,22
370732,1351012500,900,0.115,22
370733,1351013400,900,0.114,22
370734,1351014300,900,0.14,22
370735,1351015200,900,0.117,22
370736,1351016100,900,0.144,22
370737,1351017000,900,0.128,22
370738,1351017900,900,0.115,22
370739,1351018800,900,0.1,22
370740,1351019700,900,0.145,22
370741,1351020600,900,0.114,22
370742,1351021500,900,0.147,22
370743,1351022400,900,0.106,22
370744,1351023300,900,0.092,22
370745,1351024200,900,0.142,22
370746,1351025100,900,0.12,22
370747,1351026000,900,0.125,22
370748,1351026900,900,0.143,22
370749,1351027800,900,0.111,22
370750,1351028700,900,0.104,22
370751,1351029600,900,0.096,22
370752,1351030500,900,0.124,22
370753,1351031400,900,0.147,22
370754,1351032300,900,0.147,22
370755,1351033200,900,0.109,22
370756,1351034100,900,0.101,22
370757,1351035000,900,0.101,22
370758,1351035900,900,0.097,22
370759,1351036800,900,0.178,22
370760,1351037700,900,0.126,22
370761,1351038600,900,0.187,22
370762,1351039500,900,0.123,22
370763,1351040400,900,0.143,22
370764,1351041300,900,0.135,22
370765,1351042200,900,0.145,22
370766,1351043100,900,0.167,22
370767,1351044000,900,0.183,22
370768,1351044900,900,0.179,22
370769,1351045800,900,0.231,22
370770,1351046700,900,0.154,22
370771,1351047600,900,0.168,22
370772,1351048500,900,0.165,22
370773,1351049400,900,0.234,22
370774,1351050300,900,0.103,22
370775,1351051200,900,0.151,22
370776,1351052100,900,0.128,22
370777,1351053000,900,0.098,22
370778,1351053900,900,0.108,22
370779,1351054800,900,0.106,22
370780,1351055700,900,0.099,22
370781,1351056600,900,0.105,22
370782,1351057500,900,0.098,22
370783,1351058400,900,0.099,22
370784,1351059300,900,0.132,22
370785,1351060200,900,0.113,22
370786,1351061100,900,0.098,22
370787,1351062000,900,0.098,22
370788,1351062900,900,0.099,22
370789,1351063800,900,0.101,22
370790,1351064700,900,0.106,22
370791,1351065600,900,0.098,22
370792,1351066500,900,0.1,22
370793,1351067400,900,0.099,22
370794,1351068300,900,0.099,22
370795,1351069200,900,0.107,22
370796,1351070100,900,0.099,22
370797,1351071000,900,0.1,22
370798,1351071900,900,0.099,22
370799,1351072800,900,0.1,22
370800,1351073700,900,0.099,22
370801,1351074600,900,0.101,22
370802,1351075500,900,0.102,22
370803,1351076400,900,0.101,22
370804,1351077300,900,0.1,22
370805,1351078200,900,0.101,22
370806,1351079100,900,0.1,22
370807,1351080000,900,0.106,22
370808,1351080900,900,0.114,22
370809,1351081800,900,0.119,22
370810,1351082700,900,0.138,22
370811,1351083600,900,0.114,22
370812,1351084500,900,0.12,22
370813,1351085400,900,0.147,22
370814,1351086300,900,0.136,22
370815,1351087200,900,0.111,22
370816,1351088100,900,0.108,22
370817,1351089000,900,0.109,22
370818,1351089900,900,0.116,22
370819,1351090800,900,0.118,22
370820,1351091700,900,0.111,22
370821,1351092600,900,0.109,22
370822,1351093500,900,0.126,22
370823,1351094400,900,0.098,22
370824,1351095300,900,0.112,22
370825,1351096200,900,0.105,22
370826,1351097100,900,0.112,22
370827,1351098000,900,0.104,22
370828,1351098900,900,0.111,22
370829,1351099800,900,0.111,22
370830,1351100700,900,0.106,22
370831,1351101600,900,0.113,22
370832,1351102500,900,0.097,22
370833,1351103400,900,0.125,22
370834,1351104300,900,0.125,22
370835,1351105200,900,0.096,22
370836,1351106100,900,0.173,22
370837,1351107000,900,0.127,22
370838,1351107900,900,0.11,22
370839,1351108800,900,0.108,22
370840,1351109700,900,0.108,22
370841,1351110600,900,0.095,22
370842,1351111500,900,0.103,22
370843,1351112400,900,0.092,22
370844,1351113300,900,0.104,22
370845,1351114200,900,0.096,22
370846,1351115100,900,0.096,22
370847,1351116000,900,0.118,22
370848,1351116900,900,0.109,22
370849,1351117800,900,0.119,22
370850,1351118700,900,0.143,22
370851,1351119600,900,0.127,22
370852,1351120500,900,0.119,22
370853,1351121400,900,0.18,22
370854,1351122300,900,0.208,22
370855,1351123200,900,0.121,22
370856,1351124100,900,0.113,22
370857,1351125000,900,0.127,22
370858,1351125900,900,0.095,22
370859,1351126800,900,0.095,22
370860,1351127700,900,0.101,22
370861,1351128600,900,0.119,22
370862,1351129500,900,0.237,22
370863,1351130400,900,0.137,22
370864,1351131300,900,0.129,22
370865,1351132200,900,0.138,22
370866,1351133100,900,0.152,22
370867,1351134000,900,0.173,22
370868,1351134900,900,0.165,22
370869,1351135800,900,0.154,22
370870,1351136700,900,0.141,22
370871,1351137600,900,0.164,22
370872,1351138500,900,0.15,22
370873,1351139400,900,0.144,22
370874,1351140300,900,0.128,22
370875,1351141200,900,0.103,22
370876,1351142100,900,0.096,22
370877,1351143000,900,0.127,22
370878,1351143900,900,0.124,22
370879,1351144800,900,0.096,22
370880,1351145700,900,0.095,22
370881,1351146600,900,0.093,22
370882,1351147500,900,0.097,22
370883,1351148400,900,0.096,22
370884,1351149300,900,0.089,22
370885,1351150200,900,0.097,22
370886,1351151100,900,0.095,22
370887,1351152000,900,0.096,22
370888,1351152900,900,0.097,22
370889,1351153800,900,0.096,22
370890,1351154700,900,0.09,22
370891,1351155600,900,0.102,22
370892,1351156500,900,0.095,22
370893,1351157400,900,0.098,22
370894,1351158300,900,0.098,22
370895,1351159200,900,0.098,22
370896,1351160100,900,0.099,22
370897,1351161000,900,0.1,22
370898,1351161900,900,0.093,22
370899,1351162800,900,0.102,22
370900,1351163700,900,0.099,22
370901,1351164600,900,0.108,22
370902,1351165500,900,0.113,22
370903,1351166400,900,0.096,22
370904,1351167300,900,0.103,22
370905,1351168200,900,0.103,22
370906,1351169100,900,0.092,22
370907,1351170000,900,0.134,22
370908,1351170900,900,0.173,22
370909,1351171800,900,0.223,22
370910,1351172700,900,0.158,22
370911,1351173600,900,0.224,22
370912,1351174500,900,0.149,22
370913,1351175400,900,0.135,22
370914,1351176300,900,0.131,22
370915,1351177200,900,0.1,22
370916,1351178100,900,0.125,22
370917,1351179000,900,0.117,22
370918,1351179900,900,0.106,22
370919,1351180800,900,0.227,22
370920,1351181700,900,0.263,22
370921,1351182600,900,0.213,22
370922,1351183500,900,0.22,22
370923,1351184400,900,0.309,22
370924,1351185300,900,0.291,22
370925,1351186200,900,0.296,22
370926,1351187100,900,0.214,22
370927,1351188000,900,0.396,22
370928,1351188900,900,0.309,22
370929,1351189800,900,0.327,22
370930,1351190700,900,0.405,22
370931,1351191600,900,0.264,22
370932,1351192500,900,0.114,22
370933,1351193400,900,0.135,22
370934,1351194300,900,0.137,22
370935,1351195200,900,0.13,22
370936,1351196100,900,0.218,22
370937,1351197000,900,0.31,22
370938,1351197900,900,0.29,22
370939,1351198800,900,0.282,22
370940,1351199700,900,0.23,22
370941,1351200600,900,0.232,22
370942,1351201500,900,0.268,22
370943,1351202400,900,0.113,22
370944,1351203300,900,0.105,22
370945,1351204200,900,0.115,22
370946,1351205100,900,0.116,22
370947,1351206000,900,0.115,22
370948,1351206900,900,0.125,22
370949,1351207800,900,0.104,22
370950,1351208700,900,0.135,22
370951,1351209600,900,0.132,22
370952,1351210500,900,0.104,22
370953,1351211400,900,0.103,22
370954,1351212300,900,0.105,22
370955,1351213200,900,0.118,22
370956,1351214100,900,0.105,22
370957,1351215000,900,0.133,22
370958,1351215900,900,0.106,22
370959,1351216800,900,0.164,22
370960,1351217700,900,0.121,22
370961,1351218600,900,0.15,22
370962,1351219500,900,0.118,22
370963,1351220400,900,0.137,22
370964,1351221300,900,0.163,22
370965,1351222200,900,0.23,22
370966,1351223100,900,0.155,22
370967,1351224000,900,0.117,22
370968,1351224900,900,0.176,22
370969,1351225800,900,0.093,22
370970,1351226700,900,0.104,22
370971,1351227600,900,0.107,22
370972,1351228500,900,0.133,22
370973,1351229400,900,0.091,22
370974,1351230300,900,0.103,22
370975,1351231200,900,0.09,22
370976,1351232100,900,0.104,22
370977,1351233000,900,0.103,22
370978,1351233900,900,0.092,22
370979,1351234800,900,0.105,22
370980,1351235700,900,0.091,22
370981,1351236600,900,0.104,22
370982,1351237500,900,0.091,22
370983,1351238400,900,0.104,22
370984,1351239300,900,0.091,22
370985,1351240200,900,0.103,22
370986,1351241100,900,0.091,22
370987,1351242000,900,0.104,22
370988,1351242900,900,0.092,22
370989,1351243800,900,0.092,22
370990,1351244700,900,0.104,22
370991,1351245600,900,0.092,22
370992,1351246500,900,0.104,22
