id,timestamp,interval,amount,meterAccount_id
169471,1348470000,3600,0.513,14
169472,1348473600,3600,0.538,14
169473,1348477200,3600,0.947,14
169474,1348480800,3600,0.49,14
169475,1348484400,3600,0.549,14
169476,1348488000,3600,0.436,14
169477,1348491600,3600,0.483,14
169478,1348495200,3600,1.833,14
169479,1348498800,3600,0.583,14
169480,1348502400,3600,1.103,14
169481,1348506000,3600,0.765,14
169482,1348509600,3600,0.524,14
169483,1348513200,3600,1.688,14
169484,1348516800,3600,3.638,14
169485,1348520400,3600,2.556,14
169486,1348524000,3600,2.1,14
169487,1348527600,3600,4.12,14
169488,1348531200,3600,4.298,14
169489,1348534800,3600,2.063,14
169490,1348538400,3600,2.447,14
169491,1348542000,3600,2.521,14
169492,1348545600,3600,2.637,14
169493,1348549200,3600,2.809,14
169494,1348552800,3600,2.211,14
169495,1348556400,3600,2.225,14
169496,1348560000,3600,2.204,14
169497,1348563600,3600,2.278,14
169498,1348567200,3600,2.304,14
169499,1348570800,3600,2.193,14
169500,1348574400,3600,2.253,14
169501,1348578000,3600,2.183,14
169502,1348581600,3600,2.198,14
169503,1348585200,3600,2.958,14
169504,1348588800,3600,2.686,14
169505,1348592400,3600,2.865,14
169506,1348596000,3600,1.609,14
169507,1348599600,3600,2.51,14
169508,1348603200,3600,2.792,14
169509,1348606800,3600,2.246,14
169510,1348610400,3600,2.411,14
169511,1348614000,3600,2.217,14
169512,1348617600,3600,3.131,14
169513,1348621200,3600,3.091,14
169514,1348624800,3600,2.714,14
169515,1348628400,3600,3.05,14
169516,1348632000,3600,2.36,14
169517,1348635600,3600,2.254,14
169518,1348639200,3600,2.208,14
169519,1348642800,3600,2.235,14
169520,1348646400,3600,2.225,14
169521,1348650000,3600,2.316,14
169522,1348653600,3600,2.26,14
169523,1348657200,3600,2.25,14
169524,1348660800,3600,2.206,14
169525,1348664400,3600,2.249,14
169526,1348668000,3600,2.058,14
169527,1348671600,3600,2.261,14
169528,1348675200,3600,3.801,14
169529,1348678800,3600,2.901,14
169530,1348682400,3600,2.335,14
169531,1348686000,3600,2.574,14
169532,1348689600,3600,2.411,14
169533,1348693200,3600,1.995,14
169534,1348696800,3600,3.058,14
169535,1348700400,3600,2.303,14
169536,1348704000,3600,2.014,14
169537,1348707600,3600,2.539,14
169538,1348711200,3600,2.9,14
169539,1348714800,3600,3.047,14
169540,1348718400,3600,2.703,14
169541,1348722000,3600,2.883,14
169542,1348725600,3600,2.255,14
169543,1348729200,3600,2.206,14
169544,1348732800,3600,2.293,14
169545,1348736400,3600,2.213,14
169546,1348740000,3600,2.243,14
169547,1348743600,3600,2.267,14
169548,1348747200,3600,2.189,14
169549,1348750800,3600,2.361,14
169550,1348754400,3600,2.247,14
169551,1348758000,3600,3.317,14
169552,1348761600,3600,2.695,14
169553,1348765200,3600,2.03,14
169554,1348768800,3600,2.253,14
169555,1348772400,3600,2.092,14
169556,1348776000,3600,2.045,14
169557,1348779600,3600,1.857,14
169558,1348783200,3600,2.333,14
169559,1348786800,3600,2.433,14
169560,1348790400,3600,2.711,14
169561,1348794000,3600,3.31,14
169562,1348797600,3600,2.896,14
169563,1348801200,3600,2.637,14
169564,1348804800,3600,2.594,14
169565,1348808400,3600,2.466,14
169566,1348812000,3600,2.703,14
169567,1348815600,3600,2.304,14
169568,1348819200,3600,2.209,14
169569,1348822800,3600,2.267,14
169570,1348826400,3600,2.188,14
169571,1348830000,3600,2.239,14
169572,1348833600,3600,2.225,14
169573,1348837200,3600,2.222,14
169574,1348840800,3600,3.666,14
169575,1348844400,3600,1.881,14
169576,1348848000,3600,2.309,14
169577,1348851600,3600,2.781,14
169578,1348855200,3600,3.321,14
169579,1348858800,3600,2.192,14
169580,1348862400,3600,2.501,14
169581,1348866000,3600,1.935,14
169582,1348869600,3600,2.155,14
169583,1348873200,3600,2.115,14
169584,1348876800,3600,2.024,14
169585,1348880400,3600,2.055,14
169586,1348884000,3600,2.234,14
169587,1348887600,3600,3.972,14
169588,1348891200,3600,4.026,14
169589,1348894800,3600,3.193,14
169590,1348898400,3600,2.294,14
169591,1348902000,3600,2.256,14
169592,1348905600,3600,2.271,14
169593,1348909200,3600,2.271,14
169594,1348912800,3600,2.25,14
169595,1348916400,3600,2.266,14
169596,1348920000,3600,2.23,14
169597,1348923600,3600,2.229,14
169598,1348927200,3600,3.247,14
169599,1348930800,3600,3.478,14
169600,1348934400,3600,2.55,14
169601,1348938000,3600,3.649,14
169602,1348941600,3600,2.194,14
169603,1348945200,3600,2.359,14
169604,1348948800,3600,2.287,14
169605,1348952400,3600,2.647,14
169606,1348956000,3600,2.609,14
169607,1348959600,3600,2.267,14
169608,1348963200,3600,3.102,14
169609,1348966800,3600,3.32,14
169610,1348970400,3600,5.09,14
169611,1348974000,3600,3.393,14
169612,1348977600,3600,2.348,14
169613,1348981200,3600,2.268,14
169614,1348984800,3600,2.285,14
169615,1348988400,3600,2.258,14
169616,1348992000,3600,2.276,14
169617,1348995600,3600,2.317,14
169618,1348999200,3600,2.268,14
169619,1349002800,3600,2.286,14
169620,1349006400,3600,2.246,14
169621,1349010000,3600,2.645,14
169622,1349013600,3600,2.071,14
169623,1349017200,3600,2.603,14
169624,1349020800,3600,2.505,14
169625,1349024400,3600,2.259,14
169626,1349028000,3600,1.701,14
169627,1349031600,3600,1.54,14
169628,1349035200,3600,1.52,14
169629,1349038800,3600,1.591,14
169630,1349042400,3600,1.662,14
169631,1349046000,3600,2.123,14
169632,1349049600,3600,1.634,14
169633,1349053200,3600,1.739,14
169634,1349056800,3600,3.411,14
169635,1349060400,3600,3.014,14
169636,1349064000,3600,3.131,14
169637,1349067600,3600,2.417,14
169638,1349071200,3600,2.302,14
169639,1349074800,3600,2.29,14
169640,1349078400,3600,2.278,14
169641,1349082000,3600,2.31,14
169642,1349085600,3600,2.717,14
169643,1349089200,3600,2.284,14
169644,1349092800,3600,2.267,14
169645,1349096400,3600,2.251,14
169646,1349100000,3600,4.263,14
169647,1349103600,3600,4.904,14
169648,1349107200,3600,2.177,14
169649,1349110800,3600,1.434,14
169650,1349114400,3600,2.737,14
169651,1349118000,3600,1.874,14
169652,1349121600,3600,1.409,14
169653,1349125200,3600,2.146,14
169654,1349128800,3600,2.695,14
169655,1349132400,3600,2.67,14
169656,1349136000,3600,2.519,14
169657,1349139600,3600,3.059,14
169658,1349143200,3600,4.083,14
169659,1349146800,3600,3.241,14
